season,year,crop_type,district,crop_yield,area,production,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,organic_matter,irrigation_type,rainfall_mm,avg_temperature,fertilizer_npk,organic_fertilizer,pesticide_usage,seed_quality,mechanization,farmer_experience
Kharif,2023,Millet,Kolar,0.18853440634937077,3078.73582,8623.81,7.32,148.1,31.3,90.7,1.59,0,1094.5,25.3,147.6,7.7,1,0,0,9
Rabi,2023,Millet,Kolar,0.03796800761525463,2790.969868,7508.28,6.35,100.0,10.0,117.1,1.1,0,292.4,22.2,50.0,23.6,1,0,0,1
Zaid,2023,Millet,Kolar,0.0587833822536554,2835.234022,7310.13,6.5,100.0,11.5,110.3,1.26,0,285.5,29.1,92.2,25.8,1,0,0,10
Kharif,2023,Millet,Mysuru,0.09626850738119302,2656.319836,7474.08,6.47,151.0,11.3,130.5,1.25,1,736.6,30.5,68.8,25.1,0,0,0,1
Rabi,2023,Millet,Mysuru,0.14814442014943902,2760.860662,7332.28,6.07,152.2,15.8,126.6,1.45,0,392.6,18.5,131.0,14.0,0,0,0,13
Zaid,2023,Millet,Mysuru,0.18294570353784012,2676.078261,7548.86,6.42,138.1,21.7,129.4,1.54,0,267.2,29.9,99.7,0.0,0,0,0,12
Kharif,2023,Millet,Raichur,0.07340244954618522,2831.149508,7355.75,6.61,100.0,11.6,137.5,1.44,0,569.1,22.7,60.9,41.0,0,0,0,1
Rabi,2023,Millet,Raichur,0.5404993182976369,2926.625033,8504.37,6.57,202.4,24.4,165.3,1.67,1,435.3,23.8,138.2,58.0,0,0,0,1
Zaid,2023,Millet,Raichur,0.13418365476500144,2685.505652,7007.25,7.66,115.5,22.9,143.8,1.96,1,223.7,33.3,101.5,0.0,0,0,0,5
Kharif,2023,Millet,Ramanagara,0.10981698802867862,2655.085902,6885.46,5.72,159.8,10.0,107.9,1.63,1,554.5,25.1,165.1,24.8,1,0,0,2
Rabi,2023,Millet,Ramanagara,0.07894128256252299,2767.560464,6629.33,6.34,103.6,10.0,129.1,2.18,0,480.3,24.6,136.4,3.6,1,0,0,4
Zaid,2023,Millet,Ramanagara,0.047194040202629475,2623.995761,7469.68,6.63,128.9,10.8,84.0,1.38,0,284.1,34.8,126.7,15.8,0,0,0,9
Kharif,2023,Millet,Shivamogga,0.05639902113731307,2812.59918,8519.86,6.6,100.0,10.0,87.9,1.84,1,707.6,28.4,130.0,56.4,0,0,0,9
Rabi,2023,Millet,Shivamogga,0.07532635579747382,2874.254437,7975.37,5.98,100.0,10.0,166.3,1.64,0,353.1,16.1,50.0,19.0,0,0,0,10
Zaid,2023,Millet,Shivamogga,0.09247742244976712,2814.626087,7498.34,6.7,100.0,20.1,80.0,1.3,0,369.7,26.4,127.3,9.9,0,0,0,4
Kharif,2023,Millet,Tumakuru,0.25713834485477766,2830.831803,8002.98,6.98,199.4,12.3,147.0,1.58,0,583.8,26.5,161.7,39.6,0,0,0,7
Rabi,2023,Millet,Tumakuru,0.11647930406851663,2752.421258,7120.83,7.09,130.2,16.6,109.7,1.58,0,381.5,23.6,137.2,40.5,1,0,0,9
Zaid,2023,Millet,Tumakuru,0.1239311254750481,2831.571087,7775.97,6.88,141.6,20.7,80.0,1.48,0,226.3,26.9,88.0,21.1,0,0,0,8
Kharif,2023,Millet,Udupi,0.1366317990587939,2850.209344,7026.9,6.43,111.0,17.6,141.5,1.3,1,896.4,24.6,158.9,14.0,1,0,0,10
Rabi,2023,Millet,Udupi,0.07740484819296053,2642.768344,6197.01,6.16,135.8,10.1,160.7,1.82,0,323.8,20.0,140.2,16.3,1,0,0,9
Zaid,2023,Millet,Udupi,0.045880810019722336,2509.800652,6622.85,6.62,100.0,10.0,112.7,1.81,0,320.2,32.0,71.4,29.4,0,0,0,11
Kharif,2023,Millet,Uttara Kannada,0.06016797228548957,2840.070574,7616.46,7.04,122.7,10.0,107.1,1.48,0,932.7,28.3,87.9,38.9,0,0,0,7
Rabi,2023,Millet,Uttara Kannada,0.06670619137860302,2831.119536,6991.62,6.53,100.0,11.2,131.3,1.04,0,548.3,19.8,160.1,25.3,0,0,0,1
Zaid,2023,Millet,Uttara Kannada,0.04295969345139181,3112.515761,8466.45,6.18,101.4,11.7,94.0,1.13,0,200.0,32.2,109.3,14.8,0,0,0,10
Kharif,2023,Millet,Vijayapura,0.15921945520921657,2642.796066,8259.79,6.88,100.0,16.5,144.1,1.31,1,1232.6,25.9,79.6,20.4,0,0,0,12
Rabi,2023,Millet,Vijayapura,0.04638828220699113,2844.665563,7690.16,6.04,114.3,14.5,80.0,2.37,0,267.9,16.4,98.3,23.1,0,0,0,6
Zaid,2023,Millet,Vijayapura,0.13329266863041464,2487.808261,7072.96,5.51,120.3,18.5,148.5,2.12,0,261.3,30.7,86.0,42.9,1,0,0,12
Kharif,2023,Millet,Yadgir,0.0875396704929783,2806.985574,8151.24,6.24,115.0,13.6,100.9,1.15,1,1196.3,28.8,110.7,27.3,0,0,0,6
Rabi,2023,Millet,Yadgir,0.19288007412163444,2614.465762,7234.45,6.54,110.4,30.5,80.0,1.41,1,485.7,23.2,72.1,17.4,0,0,0,5
Zaid,2023,Millet,Yadgir,0.09710534892293061,2703.369891,7346.26,6.69,100.0,15.5,148.6,1.47,0,330.3,35.0,94.9,19.0,1,0,0,9
Kharif,2023,Millet,Vijayanagara,0.09355469652202389,2759.932869,7168.43,6.54,120.8,18.0,110.6,1.55,0,971.3,30.8,126.7,8.3,1,0,0,8
Rabi,2023,Millet,Vijayanagara,0.05551995513284954,2697.079073,8056.09,5.95,106.4,12.1,92.3,1.5,0,359.0,15.0,88.0,30.2,1,0,0,7
Zaid,2023,Millet,Vijayanagara,0.05716874719699301,2633.541413,6706.46,6.3,100.0,14.5,113.2,1.75,0,314.8,32.7,101.2,25.3,1,0,0,5
Kharif,2023,Groundnut,Bagalkot,0.253100924159086,2603.225738,7768.12,6.58,100.0,37.2,159.2,1.49,0,1008.5,26.3,82.2,24.8,0,0,0,10
Rabi,2023,Groundnut,Bagalkot,0.40779178256178417,2671.93,7413.33,6.41,183.8,32.5,118.2,1.6,1,549.4,27.3,98.6,0.0,0,0,0,8
Zaid,2023,Groundnut,Bagalkot,0.07482456555420824,2693.645978,7189.75,5.91,100.0,31.4,80.0,1.68,1,281.3,32.5,50.0,12.0,0,0,0,11
Kharif,2023,Groundnut,Ballari,0.06529001916419999,2542.568443,7097.35,6.47,100.0,34.0,80.0,1.9,0,1015.2,35.4,82.3,41.5,1,0,0,1
Rabi,2023,Groundnut,Ballari,0.08396150984170694,2733.392583,7281.9,7.07,122.2,37.0,80.0,1.62,0,417.8,19.5,118.2,41.1,0,0,0,1
Zaid,2023,Groundnut,Ballari,0.18578664761158983,2766.562283,7142.03,6.17,148.9,38.9,84.5,1.69,0,446.6,26.7,80.5,20.1,0,0,0,7
Kharif,2023,Groundnut,Belagavi,0.0628387009706862,2897.197049,7743.3,6.43,100.0,26.9,80.0,1.72,0,842.3,19.8,140.5,23.7,1,0,0,5
Rabi,2023,Groundnut,Belagavi,0.24812819304562536,2595.148079,7425.32,6.47,127.7,34.7,178.5,1.64,1,335.2,17.2,136.3,3.2,1,0,0,6
Zaid,2023,Groundnut,Belagavi,0.0330116807834856,2774.495109,7169.43,6.96,100.0,10.0,110.9,1.67,0,281.8,26.3,95.3,21.7,0,0,0,1
Kharif,2023,Groundnut,Bengaluru Rural,0.0393936230855288,2795.122049,7278.71,6.89,100.0,13.8,91.3,1.55,1,1006.6,29.3,136.2,16.5,0,0,0,7
Rabi,2023,Groundnut,Bengaluru Rural,0.15853913935207553,2722.699603,7313.02,6.61,100.0,28.8,110.1,2.37,1,676.5,22.7,118.4,2.9,1,0,0,4
Zaid,2023,Groundnut,Bengaluru Rural,0.1260883933873514,2890.158587,7825.5,6.79,103.1,25.9,138.2,1.91,0,416.9,25.8,161.7,24.6,0,0,0,1
Kharif,2023,Groundnut,Bengaluru Urban,0.05729772717828699,2653.405902,7111.46,7.69,118.9,23.4,95.1,1.49,0,885.3,31.7,141.6,32.6,1,0,0,1
Rabi,2023,Groundnut,Bengaluru Urban,0.11816018200514385,2690.178212,7202.13,7.04,100.0,27.3,138.7,1.97,0,374.1,26.0,132.5,9.5,0,0,0,1
Zaid,2023,Groundnut,Bengaluru Urban,0.07209596466651158,2864.581196,7504.72,6.46,104.6,25.1,105.9,1.46,0,204.5,31.4,77.5,5.8,1,0,0,8
Kharif,2023,Groundnut,Bidar,0.08009341524070422,2758.172541,7792.43,6.16,100.0,20.4,139.5,1.81,0,1131.3,32.7,109.2,2.6,0,0,0,14
Rabi,2023,Groundnut,Bidar,0.0629157553433136,2765.878808,6693.38,6.44,100.0,20.8,131.5,1.09,0,355.5,16.2,132.2,30.7,1,0,0,6
Zaid,2023,Groundnut,Bidar,0.05960907034703815,2605.464022,6540.64,6.44,120.5,16.7,131.9,1.72,0,333.7,32.7,115.8,20.8,1,0,0,3
Kharif,2023,Groundnut,Chamarajanagar,0.10720931598092089,2705.467459,8056.17,6.71,100.0,22.5,95.7,1.46,0,681.1,28.7,163.6,55.3,1,0,0,4
Rabi,2023,Groundnut,Chamarajanagar,0.11850950748569399,2690.60947,7002.38,6.32,100.0,36.4,116.0,1.53,0,369.4,28.7,166.3,14.2,1,0,0,5
Zaid,2023,Groundnut,Chamarajanagar,0.1612231968703686,2569.470652,7124.49,6.77,166.4,24.9,120.8,1.59,1,275.9,29.6,65.3,9.5,1,0,0,6
Kharif,2023,Groundnut,Chikkaballapur,0.20482748959562463,2825.812213,7767.27,7.43,139.4,21.4,144.3,1.39,1,767.9,27.9,75.9,29.6,0,0,0,7
Rabi,2023,Groundnut,Chikkaballapur,0.09878927662252528,2793.004305,7068.16,7.1,159.9,28.4,82.4,1.23,0,292.7,22.3,50.0,32.2,1,0,0,18
Zaid,2023,Groundnut,Chikkaballapur,0.079684679905974,2682.01337,6861.67,6.42,100.0,26.0,117.1,1.66,0,328.7,32.2,112.0,4.6,0,0,0,13
Kharif,2023,Groundnut,Chikkamagaluru,0.13535492136532,2637.782213,7379.12,5.62,132.0,14.4,162.2,1.74,0,690.3,24.4,98.2,39.8,0,0,0,1
Rabi,2023,Groundnut,Chikkamagaluru,0.07532043450026142,2880.425232,7109.03,5.66,100.0,33.9,80.0,1.06,0,492.3,21.9,113.9,43.0,1,0,0,5
Zaid,2023,Groundnut,Chikkamagaluru,0.05420230152742798,2700.60913,6770.31,7.39,100.0,29.3,80.0,1.06,0,288.1,30.6,182.8,16.9,0,0,0,9
Kharif,2023,Groundnut,Chitradurga,0.21434624555485315,2768.65459,7578.99,6.63,100.0,27.7,167.2,1.79,0,647.8,34.2,124.0,28.9,0,0,0,20
Rabi,2023,Groundnut,Chitradurga,0.10675986179327994,2852.21543,7436.34,6.24,142.9,20.8,142.6,1.93,1,349.6,15.0,114.8,26.2,1,0,0,1
Zaid,2023,Groundnut,Chitradurga,0.0770819528667767,2872.611522,7604.4,6.13,123.2,30.3,80.0,1.62,0,200.0,33.0,125.8,58.7,0,0,0,9
Kharif,2023,Groundnut,Dakshina Kannada,0.1496206411861568,2885.509836,7489.82,6.32,108.4,23.3,123.0,1.73,1,765.7,25.6,61.3,31.0,0,0,0,1
Rabi,2023,Groundnut,Dakshina Kannada,0.13651803087635414,2760.530596,7612.37,6.81,137.8,27.5,109.7,1.48,1,463.1,18.5,111.3,17.6,1,0,0,3
Zaid,2023,Groundnut,Dakshina Kannada,0.07309499501521874,2542.475978,6654.87,7.07,100.0,20.0,149.0,1.45,0,200.0,35.2,103.9,50.6,0,0,0,8
Kharif,2023,Groundnut,Davanagere,0.0880606165405024,2829.632623,7860.44,6.91,100.0,30.0,108.5,1.64,0,1081.4,28.9,109.7,20.4,0,0,0,2
Rabi,2023,Groundnut,Davanagere,0.0929799375097929,2776.419536,7379.72,6.26,118.4,20.0,130.4,1.4,0,380.8,24.0,142.2,14.1,0,0,0,5
Zaid,2023,Groundnut,Davanagere,0.08006687931716613,2807.255217,6785.8,6.36,110.4,44.1,80.0,1.88,0,200.0,33.8,78.3,16.7,0,0,0,1
Kharif,2023,Groundnut,Dharwad,0.06351296315541759,2767.507131,8324.87,5.59,196.2,10.3,117.3,1.48,1,941.9,30.4,188.7,3.5,0,0,0,1
Rabi,2023,Groundnut,Dharwad,0.055206948570509194,2510.668675,6720.16,5.8,109.8,14.1,109.6,1.8,0,422.9,24.5,160.3,7.9,0,0,0,5
Zaid,2023,Groundnut,Dharwad,0.027848087635938563,2648.9625,6264.64,6.37,103.0,10.0,105.3,1.87,0,291.0,29.8,56.7,0.0,1,0,0,11
Kharif,2023,Groundnut,Gadag,0.1428302077376203,2849.087787,8061.43,6.26,100.0,31.4,141.3,1.49,0,1387.4,24.6,105.4,29.2,1,0,0,3
Rabi,2023,Groundnut,Gadag,0.08117196750487436,2695.631921,6608.93,6.88,100.0,36.0,80.0,1.25,1,441.1,16.9,64.2,33.8,0,0,0,4
Zaid,2023,Groundnut,Gadag,0.18118016251706645,3055.786304,7873.22,7.67,173.4,39.4,121.9,1.76,0,379.0,31.8,139.3,26.1,1,0,0,6
Kharif,2023,Groundnut,Hassan,0.1743517746833033,2529.106311,6799.19,6.45,120.0,35.7,110.3,1.23,0,845.2,27.2,114.6,43.1,1,0,0,3
Rabi,2023,Groundnut,Hassan,0.0996791748081094,2736.476424,7082.37,5.7,128.1,22.4,105.7,1.46,1,453.9,17.6,99.6,19.1,1,0,0,14
Zaid,2023,Groundnut,Hassan,0.07644932787815414,2609.429674,6337.2,7.29,100.0,29.2,98.7,1.7,1,366.5,36.7,113.1,24.2,1,0,0,10
Kharif,2023,Groundnut,Haveri,0.17319445273849443,2842.230574,7810.28,6.62,189.4,32.9,109.2,1.4,0,1167.0,19.8,141.6,23.5,0,0,0,5
Rabi,2023,Groundnut,Haveri,0.11311885073888858,2562.797417,7377.14,6.38,100.0,28.4,110.9,2.22,0,366.4,24.6,134.8,0.0,1,0,0,7
Zaid,2023,Groundnut,Haveri,0.14368404475749408,2850.345326,7433.44,6.65,100.0,26.2,148.6,1.5,1,311.1,27.8,120.7,22.7,0,0,0,8
Kharif,2023,Groundnut,Kalaburagi,0.08548233735504639,2955.157787,8621.62,6.03,140.4,14.1,125.5,2.31,0,928.6,28.4,88.2,20.8,1,0,0,15
Rabi,2023,Groundnut,Kalaburagi,0.10880797407480103,2533.367285,6476.06,6.28,177.3,26.8,97.7,1.58,0,278.9,16.9,161.3,11.3,1,0,0,5
Zaid,2023,Groundnut,Kalaburagi,0.07036645447934069,2699.130217,7510.97,6.23,100.7,18.8,138.4,1.35,1,310.1,36.5,108.2,18.5,0,0,0,1
Kharif,2023,Groundnut,Kodagu,0.15561126505021508,2805.964754,7390.93,7.17,100.0,33.5,110.2,1.37,1,793.8,29.3,114.3,1.7,1,0,0,19
Rabi,2023,Groundnut,Kodagu,0.10176910261382262,2882.782252,7440.16,6.02,116.6,23.0,152.4,1.35,1,271.6,16.2,114.4,7.8,0,0,0,2
Zaid,2023,Groundnut,Kodagu,0.057001388307080486,2793.540543,7242.82,6.16,100.0,19.9,119.6,1.79,0,374.3,31.8,144.1,28.6,0,0,0,6
Kharif,2023,Groundnut,Kolar,0.06368178601884278,2734.030082,8083.14,5.51,100.0,15.6,118.5,2.04,0,1004.8,26.8,95.6,43.5,0,0,0,6
Rabi,2023,Groundnut,Kolar,0.06906962355915837,2629.762649,7547.67,6.59,126.7,12.1,134.4,1.22,0,328.5,24.2,83.2,22.5,0,0,0,5
Zaid,2023,Groundnut,Kolar,0.06504369769303339,2767.244674,8114.15,6.38,100.0,15.9,134.3,1.07,0,279.1,28.2,93.9,0.0,0,0,0,1
Kharif,2023,Groundnut,Koppal,0.1582162387108454,2832.610246,8760.69,6.67,104.1,29.1,126.6,1.97,0,1066.7,25.9,121.7,43.0,1,0,0,6
Rabi,2023,Groundnut,Koppal,0.06392661044739174,2774.225364,6158.46,6.62,100.0,36.9,80.0,1.77,0,417.1,22.0,93.2,0.0,0,0,0,2
Zaid,2023,Groundnut,Koppal,0.04275397694908968,2616.158913,7236.62,6.51,100.0,13.9,116.4,1.14,0,232.8,35.7,142.9,22.3,1,0,0,6
Kharif,2023,Groundnut,Mandya,0.06394737455793018,2812.336393,8795.86,7.19,100.0,10.5,164.6,1.7,0,498.6,28.9,151.7,12.5,1,0,0,1
Rabi,2023,Groundnut,Mandya,0.03759161959183944,2642.249934,6423.37,6.28,100.8,13.2,108.2,1.5,0,496.6,16.1,120.5,13.6,0,0,0,1
Zaid,2023,Groundnut,Mandya,0.10509062372594215,2660.955109,6798.09,5.99,100.0,31.8,138.1,1.5,0,393.8,29.1,65.0,26.4,0,0,0,1
Kharif,2023,Groundnut,Mysuru,0.1656514964648369,2882.153443,8264.8,6.78,100.0,24.7,144.9,2.12,0,592.1,28.5,50.0,30.0,0,0,0,4
Rabi,2023,Groundnut,Mysuru,0.21438320769326258,2895.330927,7999.19,6.73,203.9,23.2,172.9,1.71,0,281.0,32.1,150.1,9.0,1,0,0,15
Zaid,2023,Groundnut,Mysuru,0.042229405238233486,2865.720109,8011.58,6.06,100.0,17.7,82.8,1.78,1,200.0,35.5,100.0,10.1,0,0,0,5
Kharif,2023,Groundnut,Raichur,0.09390690565866298,2730.053443,7623.63,6.0,100.0,22.6,181.6,1.9,0,922.9,32.0,108.3,27.8,1,0,0,1
Rabi,2023,Groundnut,Raichur,0.19716234826995685,2753.954437,6895.17,6.69,100.0,34.6,175.9,1.58,1,518.6,15.0,112.7,18.5,0,0,0,1
Zaid,2023,Groundnut,Raichur,0.13786028405337944,2584.230435,7236.4,6.41,188.9,21.4,123.9,1.31,1,273.4,36.7,95.7,6.3,0,0,0,1
Kharif,2023,Groundnut,Ramanagara,0.2538455729308075,3007.189344,7500.11,6.49,100.0,32.7,169.2,1.09,1,772.3,26.9,93.6,20.3,0,0,0,2
Rabi,2023,Groundnut,Ramanagara,0.10963514450310392,2613.309536,6966.19,5.77,100.0,39.4,80.0,1.92,1,489.6,15.0,99.6,14.9,0,0,0,7
Zaid,2023,Groundnut,Ramanagara,0.1869115140126285,2888.719348,7732.93,6.71,100.0,39.8,153.9,1.57,1,212.8,31.3,56.7,40.2,1,0,0,9
Kharif,2023,Groundnut,Shivamogga,0.18943365016725733,2748.059262,7179.62,6.42,130.9,36.3,140.8,1.44,0,1053.5,24.3,114.5,0.0,0,0,0,1
Rabi,2023,Groundnut,Shivamogga,0.17742323822596875,2465.925033,6419.32,6.79,141.1,31.1,103.5,1.66,0,630.3,20.1,135.7,22.0,0,0,0,6
Zaid,2023,Groundnut,Shivamogga,0.11095778199258426,2674.857609,7635.46,6.03,100.0,26.9,146.5,1.66,1,334.4,32.4,110.9,12.2,1,0,0,3
Kharif,2023,Groundnut,Tumakuru,0.17878560112527908,2643.979754,8215.16,6.7,146.7,19.7,168.1,1.48,0,753.5,32.2,133.4,31.4,0,0,0,1
Rabi,2023,Groundnut,Tumakuru,0.12794323285218182,2817.123709,8013.98,7.26,100.0,21.4,131.2,1.7,1,603.0,20.6,50.0,19.4,0,0,0,7
Zaid,2023,Groundnut,Tumakuru,0.1921445731105194,2759.060435,8104.44,6.22,100.0,44.4,149.7,1.41,0,315.1,18.8,50.0,29.2,0,0,0,9
Kharif,2023,Groundnut,Udupi,0.14073086598497403,2809.138607,7814.9,6.34,100.0,27.1,124.2,1.39,1,867.7,28.8,124.8,17.4,0,0,0,14
Rabi,2023,Groundnut,Udupi,0.06684020943169228,2469.222583,7344.29,6.04,100.0,15.8,128.2,1.24,0,439.8,15.0,114.5,38.2,1,0,0,15
Zaid,2023,Groundnut,Udupi,0.08008975304657444,2820.817391,7010.25,6.72,100.0,30.3,95.9,1.7,0,411.0,27.9,50.2,33.3,1,0,0,1
Kharif,2023,Groundnut,Yadgir,0.10945203621033692,2640.674344,7330.15,6.51,100.0,35.3,112.9,1.76,0,1192.2,29.2,114.8,0.0,0,0,0,2
Rabi,2023,Groundnut,Yadgir,0.07048573312825032,2739.630397,7043.9,7.09,117.9,15.6,96.9,1.3,1,495.6,29.4,153.3,53.4,1,0,0,9
Zaid,2023,Groundnut,Yadgir,0.15334239076147985,2884.374565,7685.29,6.9,114.5,35.5,139.4,1.69,1,291.6,29.8,81.7,20.9,0,0,0,1
Kharif,2023,Groundnut,Vijayanagara,0.09220999932968503,2614.910328,7237.23,6.39,100.0,13.7,155.4,1.33,1,496.7,28.9,125.0,12.2,0,0,0,5
Rabi,2023,Groundnut,Vijayanagara,0.11092505578456678,2715.625762,7238.13,6.86,194.5,27.0,94.5,1.95,0,300.9,21.4,55.4,0.0,1,0,0,2
Zaid,2023,Groundnut,Vijayanagara,0.1323637608531749,2671.236848,7431.07,6.64,162.8,24.4,117.8,1.81,0,335.1,33.6,96.5,9.8,0,0,0,15
Kharif,2023,Barley,Bagalkot,0.14996050639860947,2799.913033,8854.91,6.14,168.4,25.4,133.5,1.82,1,1115.0,29.5,83.6,31.2,0,0,0,13
Rabi,2023,Barley,Bagalkot,0.05553010669597002,2650.193377,6534.72,7.08,268.6,16.2,157.5,1.61,0,553.0,22.0,112.1,22.2,0,0,0,6
Zaid,2023,Barley,Bagalkot,0.06191108641835986,2655.443587,6756.51,6.25,172.5,26.5,128.8,1.9,1,200.0,30.7,151.2,25.5,0,0,0,1
Kharif,2023,Barley,Ballari,0.1499582643937866,2639.821557,7316.67,6.13,255.7,27.8,197.6,1.67,0,828.5,24.6,92.7,33.4,1,0,0,1
Rabi,2023,Barley,Ballari,0.09490958565013177,2666.3,7332.63,6.04,216.4,25.0,184.8,1.96,1,368.9,20.6,95.7,17.6,0,0,0,1
Zaid,2023,Barley,Ballari,0.08011309027904759,2724.272174,6483.95,5.95,167.1,27.1,192.3,1.26,1,451.8,39.1,52.0,21.7,0,0,0,7
Kharif,2023,Barley,Belagavi,0.1376456145480742,2734.711967,7600.07,7.81,289.1,25.2,147.7,1.53,0,1284.9,20.6,118.5,18.7,1,0,0,5
Rabi,2023,Barley,Belagavi,0.02694796675313209,2643.243775,6927.53,6.7,143.0,13.2,172.9,1.97,0,212.5,19.2,101.6,34.2,0,0,0,2
Zaid,2023,Barley,Belagavi,0.11352798751570697,2699.409457,6717.2,6.86,202.5,29.7,162.8,1.73,0,342.4,29.0,80.5,26.4,0,0,0,8
Kharif,2023,Barley,Bengaluru Rural,0.07793189900860456,2647.844016,6672.84,6.31,175.7,23.8,166.9,1.15,0,901.6,24.3,121.7,18.6,1,0,0,4
Rabi,2023,Barley,Bengaluru Rural,0.04887371114443697,2640.643046,6282.43,6.77,184.4,20.9,151.4,1.57,1,499.7,20.7,133.9,23.1,0,0,0,1
Zaid,2023,Barley,Bengaluru Rural,0.07818834708365062,2818.679891,7021.87,5.77,230.9,19.4,146.5,1.7,0,368.0,28.6,90.1,17.3,0,0,0,12
Kharif,2023,Barley,Bengaluru Urban,0.07676824297815116,2706.002459,7595.95,6.63,177.9,25.0,149.2,1.53,0,935.2,32.8,118.5,25.3,0,0,0,2
Rabi,2023,Barley,Bengaluru Urban,0.04375496426743781,2865.180066,7608.87,5.8,132.9,21.9,154.5,1.44,0,417.3,24.2,62.2,13.7,1,0,0,9
Zaid,2023,Barley,Bengaluru Urban,0.041586921747885884,2666.054348,7216.68,6.24,236.6,10.8,170.6,1.66,1,301.9,33.5,136.5,28.1,1,0,0,1
Kharif,2023,Barley,Bidar,0.07602003794356338,2881.061475,7464.94,7.04,201.8,23.7,97.0,0.7,0,1103.5,25.4,107.9,47.9,0,0,0,9
Rabi,2023,Barley,Bidar,0.07487780931982183,2827.744305,7345.27,6.45,214.2,27.2,134.5,1.6,1,424.8,18.1,93.2,0.0,1,0,0,2
Zaid,2023,Barley,Bidar,0.03414482746759453,2764.348696,7458.75,6.54,175.7,14.1,130.4,1.71,1,299.5,37.3,103.9,24.5,1,0,0,5
Kharif,2023,Barley,Chamarajanagar,0.17743834494814145,2730.120082,6163.78,6.24,198.5,35.7,164.5,1.59,1,912.2,27.3,142.6,22.4,0,0,0,6
Rabi,2023,Barley,Chamarajanagar,0.07744059029736464,2694.859404,6721.93,7.33,244.0,17.4,228.6,1.52,0,423.8,22.4,134.3,8.2,1,0,0,6
Zaid,2023,Barley,Chamarajanagar,0.10985575234568103,2688.816087,7492.07,5.2,244.0,33.8,137.0,2.08,0,339.0,29.9,81.2,2.2,1,0,0,2
Kharif,2023,Barley,Chikkaballapur,0.07398973851343302,2824.93623,8001.07,6.45,218.4,23.3,120.7,2.0,0,802.4,25.8,106.1,36.5,1,0,0,1
Rabi,2023,Barley,Chikkaballapur,0.11747502985359111,2699.388344,7450.24,7.34,259.0,23.6,189.5,1.46,1,357.5,17.1,129.3,33.9,0,0,0,6
Zaid,2023,Barley,Chikkaballapur,0.06914891876368227,2608.850435,6788.25,5.64,188.7,22.9,182.0,1.6,1,315.9,33.9,99.8,23.5,0,0,0,2
Kharif,2023,Barley,Chikkamagaluru,0.1284800719453818,2710.61082,6979.01,6.66,165.7,28.9,178.9,1.68,1,862.0,31.0,144.5,32.5,0,0,0,15
Rabi,2023,Barley,Chikkamagaluru,0.06201897461647489,2787.724768,7712.56,7.09,272.9,27.2,80.0,1.68,1,428.3,22.5,108.4,17.8,0,0,0,6
Zaid,2023,Barley,Chikkamagaluru,0.19015158090742224,2728.362609,7310.16,7.32,236.4,24.4,222.8,1.76,1,370.8,27.6,113.9,15.5,1,0,0,13
Kharif,2023,Barley,Chitradurga,0.0935088398713031,2798.442049,8331.51,6.9,207.5,18.0,138.9,1.69,1,863.4,30.0,82.1,28.7,0,0,0,9
Rabi,2023,Barley,Chitradurga,0.04962290970108893,2506.616954,6161.94,5.99,164.5,27.9,147.3,1.56,0,493.4,16.3,94.3,55.2,0,0,0,1
Zaid,2023,Barley,Chitradurga,0.054711458337240684,2836.632391,6862.48,6.75,202.3,19.8,166.0,1.14,0,329.3,33.6,79.2,23.5,1,0,0,6
Kharif,2023,Barley,Dakshina Kannada,0.07341297852302171,2833.971721,7943.28,7.39,191.0,16.1,183.3,1.84,0,588.2,28.5,106.6,42.3,0,0,0,9
Rabi,2023,Barley,Dakshina Kannada,0.0773101154077355,2582.048411,6561.31,6.79,240.7,35.2,98.3,1.49,0,247.1,17.5,103.4,28.4,0,0,0,10
Zaid,2023,Barley,Dakshina Kannada,0.08369226552012235,2928.646196,8290.85,6.1,206.8,19.6,203.4,1.68,0,271.1,30.8,125.8,21.2,1,0,0,2
Kharif,2023,Barley,Davanagere,0.04952040849677956,2744.667623,7645.02,6.89,107.4,22.9,142.4,1.62,1,879.1,33.3,53.0,31.7,1,0,0,12
Rabi,2023,Barley,Davanagere,0.07472628169048325,2899.588344,9082.67,6.82,188.0,14.9,172.4,1.84,1,320.8,26.1,152.8,17.2,1,0,0,7
Zaid,2023,Barley,Davanagere,0.11598589875272744,2825.539348,7178.5,5.88,273.5,26.7,153.5,1.33,1,347.5,30.4,114.8,11.4,0,0,0,1
Kharif,2023,Barley,Dharwad,0.1771091380973801,2585.047213,6766.52,6.45,259.6,31.1,139.0,1.49,0,936.7,26.0,118.4,20.4,1,0,0,14
Rabi,2023,Barley,Dharwad,0.061428098794036136,2637.542252,6422.59,6.75,248.9,22.3,145.0,1.84,0,387.3,15.0,124.2,29.5,1,0,0,2
Zaid,2023,Barley,Dharwad,0.08799292736416582,2629.658261,6413.88,6.5,211.2,22.2,163.1,1.76,0,270.5,28.8,74.2,31.3,0,0,0,6
Kharif,2023,Barley,Gadag,0.15885988195278836,2715.620738,7970.4,6.46,289.2,31.4,160.0,1.78,0,768.1,31.3,98.9,26.0,0,0,0,1
Rabi,2023,Barley,Gadag,0.14249477229531207,3003.678543,7837.58,7.89,226.4,40.9,164.3,1.4,1,376.5,17.0,113.4,30.0,0,0,0,8
